id	rate
36025	-11.4
36027	-0.7
36029	18.4
36031	-5.5
36033	6.5
36035	-10.3
36037	-16.9
36039	-14
36041	-35.1
36043	-7.5
36045	-4.4
36047	64.4
36049	-16.7
36051	-18
36053	-10.6
36055	5.9
36057	1.9
36059	18.9
36061	65.1
36063	6.8
36065	-4.3
36067	12.4
36069	-9.5
36071	-4.2
36073	-20.8
36075	-1.3
36077	-3.5
36079	-8.4
36081	52.5
36083	7.2
36085	6.4
36087	16.7
36089	11.9
36091	-3.9
36093	10.8
36095	-15.8
36097	-13.7
36099	0.2
36101	-24.2
36103	10.9
36105	5.3
36107	-14.2
36109	20.6
36111	5.5
36113	-10.3
36115	-13.1
36117	-18
36119	20.6
36121	-28.1
36123	-16.5
37001	-25.6
37003	-38.1
37005	-19.4
37007	19.9
37009	-22
37011	-49.3
37013	-23
37015	29.7
37017	7.9
37019	-8.5
37021	-9.3
37023	-21.8
37025	-33.7
37027	-34
37029	-16.1
37031	-32.8
37033	-2.6
37035	-35.9
37037	0.5
37039	-32.2
37041	-0.2
37043	-27.9
37045	-17.6
37047	8.4
37049	-23.2
37051	0.2
37053	-22.8
37055	-13.7
37057	-37.4
37059	-47.2
37061	-10
37063	27.6
37065	24.1
37067	-13.1
37069	-7.1
37071	-34.6
37073	13
37075	-39.2
37077	1.9
37079	-15.4
37081	-2.7
37083	20.2
37085	-23.7
37087	-10.9
37089	-34.5
37091	38.7
37093	17.9
37095	-2.5
37097	-32.1
37099	-4.8
37101	-33.3
37103	-7.8
37105	-16.6
37107	-9.9
37109	-31.2
37111	-31.6
37113	-28.6
37115	-14.6
37117	4.9
37119	-3.3
37121	-52.7
37123	-11.3
37125	-28.1
37127	-18.9
37129	-11.3
37131	34.2
37133	-31.6
37135	25.9
37137	-16
37139	8.1
37141	-9.3
37143	-5.1
37145	-14.7
37147	-8.6
37149	-24.1
37151	-46.4
37153	11.2
37155	20.1
37157	-18
37159	-32.3
37161	-28.4
37163	-9
37165	19.5
37167	-37.6
37169	-41.2
37171	-33.2
37173	-3.4
37175	-28.3
37177	8.6
37179	-36.5
37181	11.5
37183	-7.6
37185	34.4
37187	10.4
37189	-13.7
37191	-23.4
37193	-40
37195	-9.3
37197	-53.9
37199	-14.8
38001	-47
38003	-27
38005	-5.3
38007	-59.9
38009	-32.4
38011	-51.5
38013	-39.2
38015	-37.2
38017	-20.9
38019	-38.2
38021	-38.1
38023	-17.8
38025	-38.1
38027	-19.8
38029	-52
38031	-40.5
38033	-56.5
38035	-19.1
38037	-59.5
38039	-30.2
38041	-46.9
38043	-43.9
38045	-37
38047	-51.9
38049	-29.6
38051	-51.4
38053	-42
38055	-31.2
38057	-45.9
38059	-32.2
38061	-7.7
38063	-19.2
38065	-44.8
38067	-35.9
38069	-43.5
38071	-27.6
38073	-15.5
38075	-28.8
38077	-31.8
38079	28.3
38081	-7.1
38083	-59.4
38085	43.2
38087	-52.8
38089	-37.3
38091	-15.3
38093	-27.1
38095	-24.4
38097	-21.9
38099	-26.7
38101	-29.3
38103	-39.9
38105	-37.1
39001	-27.8
39003	-33.9
39005	-32.8
39007	4.3
39009	13.1
39011	-41.7
39013	10.6
39015	-25.1
39017	-29.9
39019	-14.9
39021	-21.3
39023	0
39025	-38
39027	-33.9
39029	-3.1
39031	-19.1
39033	-26.3
39035	28.5
39037	-30.9
39039	-21.2
39041	-35.7
39043	4.1
39045	-27.3
39047	-25.6
39049	0.5
39051	-25.6
39053	-21.2
39055	-24.2
39057	-20.3
39059	-10.4
39061	-11.7
39063	-40.3
39065	-21.7
39067	-1.4
39069	-31.9
39071	-29
39073	-11.9
39075	-51.8
39077	-19.7
39079	-15.1
39081	6.6
39083	-29.9
39085	-5.7
39087	-5.5
39089	-22.9
39091	-32.5
39093	10
39095	18.2
39097	-25.1
39099	24.6
39101	-13.6
39103	-16.5
39105	-21.7
39107	-40.2
39109	-24.9
39111	6
39113	1.6
39115	-20.4
39117	-26.3
39119	-14.6
39121	-19.6
39123	-2.7
39125	-20.9
39127	-4.7
39129	-23.7
39131	-4.4
39133	4.6
39135	-26.9
39137	-51.1
39139	-18.6
39141	-8.4
39143	-10.4
39145	-4
39147	-18.3
39149	-30.4
39151	-2.3
39153	9.8
39155	23.4
39157	-10.4
39159	-38.5
39161	-34.4
39163	-14.3
39165	-42.7
39167	-19.2
39169	-26.7
39171	-28.6
39173	-9.7
39175	-28.1
40001	-19.6
40003	-52.4
40005	-11.3
40007	-71.9
40009	-25.9
40011	-30.6
40013	-5
40015	-6.6
40017	-46.1
40019	-18.7
40021	1.9
40023	5.9
40025	-68.1
40027	-26.2
40029	-2.5
40031	-18
40033	-13.4
40035	-5
40037	-16.6
40039	-35.5
40041	-16.3
40043	-45.9
40045	-52.5
40047	-39
40049	-14.1
40051	-25.1
40053	-42.6
40055	-21.3
40057	-15.8
40059	-55.3
40061	9.6
40063	2.5
40065	-38.2
40067	-3.4
40069	-7.2
40071	-31.6
40073	-56.5
40075	-17.2
40077	2.9
40079	-11.7
40081	-28.2
40083	-29.1
40085	-8.7
40087	-29.6
40089	-27.7
40091	9.3
40093	-61.3
40095	-9.3
40097	-4.1
40099	-7.5
40101	2.3
40103	-39.2
40105	-10.1
40107	-3
40109	-26.2
40111	10
40113	-4.3
40115	-0.3
40117	-16.5
40119	-24.3
40121	-6
40123	-15.4
40125	-20.5
40127	-8.8
40129	-47.5
40131	-24.4
40133	-3.4
40135	-10.2
40137	-25.6
40139	-64.2
40141	-16
40143	-24.5
40145	-22.5
40147	-35
40149	-29.3
40151	-38.6
40153	-44.4
41001	-41.9
41003	9
41005	-1.2
41007	7.7
41009	4
41011	-14.2
41013	-35.4
41015	-21.9
41017	-17.9
41019	-34.6
41021	-29.9
41023	-65.2
41025	-55
41027	3.6
41029	-15.7
41031	-17.2
41033	-28.6
41035	-41.1
41037	-57.4
41039	10.6
41041	10.9
41043	-20
41045	-51.3
41047	-7.6
41049	-28.9
41051	34.8
41053	-11.3
41055	-33.7
41057	-0.6
41059	-27.9
41061	-35.8
41063	-57.4
41065	-7.4
41067	1.9
41069	-45.9
41071	-14.4
42001	-28
42003	15.7
42005	-16.5
42007	8.3
42009	-42.3
42011	-9.4
42013	-28.5
42015	-29.4
42017	3.7
42019	-27.2
42021	3.4
42023	-27.4
42025	3.9
42027	-10.1
42029	-10.2
42031	-26.9
42033	-21.1
42035	-5.1
42037	-14.7
42039	-17.3
42041	-27.4
42043	-9.7
42045	11.2
42047	-12.2
42049	8.8
42051	15.9
42053	-23.7
42055	-37.5
42057	-44.5
42059	9.3
42061	-33.9
42063	-10.5
42065	-34.1
42067	-36.8
42069	22.7
42071	-35.2
42073	5.9
42075	-27.6
42077	0.5
42079	7.7
42081	-29.3
42083	-26.7
42085	0.9
42087	-31.7
42089	-3.3
42091	9.2
42093	-25.2
42095	4.9
42097	-14
42099	-42.4
42101	61.5
42103	-12.1
42105	-40.3
42107	-6.7
42109	-42.8
42111	-25.3
42113	-28.3
42115	-22.2
42117	-34.4
42119	-33.3
42121	-17.3
42123	-10.5
42125	8.5
42127	-23.2
42129	-6.3
42131	-22.4
42133	-25.3
44001	21.2
44003	24
44005	16.8
44007	36.7
44009	14.3
45001	-8.6
45003	-33.6
45005	40.5
45007	-29.1
45009	24.8
45011	-10.9
45013	-18.8
45015	-16.8
45017	-2.9
45019	-8.3
45021	-23.6
45023	1.9
45025	-1.7
45027	6.7
45029	-2.8
45031	-5.2
45033	10.1
45035	-25.9
45037	-9.7
45039	26.3
45041	-16.2
45043	-5.9
45045	-35.4
45047	-20
45049	26.5
45051	-16.1
45053	18.6
45055	-23.3
45057	-14.5
45059	-21
45061	17.9
45063	-42.9
45065	4.8
45067	21.5
45069	29.5
45071	-25.3
45073	-33.6
45075	21.3
45077	-46.1
45079	10.8
45081	-21.1
45083	-27.5
45085	-5.6
45087	-11
45089	18.9
45091	-27.2
46003	-24.1
46005	-15.1
46007	-30.5
46009	-24.1
46011	-15.7
46013	-11.9
46015	-21.3
46019	-52.5
46021	-65.1
46023	-25.8
46025	-23.3
46027	4.9
46029	-23.2
46031	-6.9
46033	-43.6
46035	-20.5
46037	-4.6
46039	-14.9
46041	6.5
46043	-56
46045	-29.8
46047	-31.2
46049	-39.3
46051	-20.4
46053	-34.6
46055	-69.1
46057	-30.2
46059	-42.6
46061	-34.7
46063	-80.6
46065	-40
46067	-40.4
46069	-45.3
46071	-35.9
46073	-14.4
46075	-56.6
46077	-21.1
46079	-8.2
46081	-38.1
46083	-26.1
46085	-28.8
46087	-25
46089	-55.4
46091	-8.1
46093	-49.7
46095	-37.7
46097	-16.4
46099	-10.9
46101	-2.1
46103	-37.7
46105	-58.7
46107	-51.1
46109	-13.7
46111	-24.1
46113	72
46115	-21.3
46117	-40.6
46119	-49.2
46121	34
46123	-40.6
46125	-28
46127	-16.2
46129	-41.2
46135	-15.5
47001	-4.4
47003	1.4
47005	18.7
47007	-15.4
47009	-26.6
47011	-39.2
47013	5.2
47015	15.9
47017	-2.6
47019	-28.7
47021	-2.8
47023	-23.1
47025	-13.6
47027	13
47029	-23.1
47031	-0.8
47033	0
47035	-18.1
47037	17
47039	4.8
47041	21.1
47043	8
47045	-7.8
47047	-12.3
47049	-15.3
47051	8.1
47053	1.7
47055	10.9
47057	-22.9
47059	-22.7
47061	30.3
47063	-22.1
47065	-12.8
47067	-31.9
47069	13.4
47071	-14.4
47073	-19.9
47075	20.1
47077	-24.2
47079	0.7
47081	17.8
47083	34.2
47085	26.7
47087	39.9
47089	-24.9
47091	-34.6
47093	-17.7
47095	28.2
47097	11.2
47099	-7.2
47101	5
47103	-4
47105	-27.1
47107	-24.7
47109	-10.5
47111	-5.3
47113	-6.6
47115	7.2
47117	10.2
47119	-3.9
47121	-7.6
47123	-17.3
47125	-2.6
47127	-2.2
47129	-4.1
47131	-1.4
47133	21.2
47135	16.5
47137	-15.8
47139	-6.5
47141	-2.5
47143	-22.8
47145	-8.8
47147	2.3
47149	-10.3
47151	-9.7
47153	-13.9
47155	-34.1
47157	13.9
47159	33.6
47161	21.3
47163	-22.3
47165	-11.4
47167	-23.2
47169	34
47171	-19.4
47173	-11.5
47175	18.7
47177	13.4
47179	-21.1
47181	-29
47183	-5.1
47185	7.4
47187	-35
47189	-6.9
48001	-32.3
48003	-55.5
48005	-25.3
48007	-33.9
48009	-49.5
48011	-66.8
48013	-18.3
48015	-46.6
48017	-53.2
48019	-58.1
48021	-18.7
48023	-31.9
48025	-8.1
48027	-32.4
48029	-7.8
48031	-52.7
48033	-63.1
48035	-42.1
48037	-22.4
48039	-36.2
48041	-44.2
48043	-15
48045	-42
48047	52.9
48049	-50.6
48051	-22.8
48053	-43.8
48055	-14.7
48057	-15.1
48059	-51.2
48061	8.2
48063	-13.7
48065	-63.8
48067	-15.7
48069	-37.9
48071	-40
48073	-33.8
48075	-43
48077	-36.1
48079	-40
48081	-52.1
48083	-51.8
48085	-49.2
48087	-39
48089	-37.6
48091	-53.8
48093	-34.3
48095	-50.4
48097	-52.3
48099	-39.1
48101	-35
48103	-52.4
48105	-33.2
48107	-28.7
48109	15.7
48111	-60.3
48113	-8.2
48115	-39.3
48117	-49.6
48119	-22.5
48121	-42.8
48123	-48.5
48125	-35.2
48127	43.4
48129	-57.1
48131	58.7
48133	-43.4
48135	-41.5
48137	-43.4
48139	-41.9
48141	17.6
48143	-48.4
48145	-14.9
48147	-19.5
48149	-44.3
48151	-5
48153	-52.1
48155	-4.6
48157	-21.6
48159	-40.9
48161	-29.6
48163	12.6
48165	-57.4
48167	-11.7
48169	-48.5
48171	-66.9
48173	-86.2
48175	-26.2
48177	-37
48179	-65.9
48181	-30.4
48183	-40.8
48185	-26.2
48187	-43.6
48189	-52.2
48191	-34.7
48193	-47
48195	-80.8
48197	-26.8
48199	-36.2
48201	-11.9
48203	-22
48205	-63.8
48207	-3.4
48209	-26.1
48211	-65.1
48213	-31.3
48215	22.4
48217	-33.4
48219	-57.3
48221	-44.6
48223	-31.6
48225	-30.5
48227	-41.6
48229	-15
48231	-34.5
48233	-60.9
48235	-58.8
48237	-43.7
48239	-40
48241	-22.1
48243	-40.6
48245	5.3
48247	40.7
48249	23.8
48251	-37.8
48253	-36.6
48255	-24.2
48257	-34.5
48259	-62.7
48263	-30.6
48265	-55.8
48267	-59.6
48269	-77.9
48271	-31.3
48273	-1
48275	-21.5
48277	-27.9
48279	-51.4
48281	-48.1
48283	26.1
48285	-41.8
48287	-36
48289	-39.6
48291	-26.2
48293	-20.9
48295	-67.4
48297	-43.3
48299	-48.7
48301	-61.4
48303	-49.9
48305	-45.8
48307	-44.7
48309	-30.3
48311	-64.5
48313	-30.6
48315	-5.3
48317	-57.2
48319	-52.4
48321	-23.7
48323	30.4
48325	-35.9
48327	-31.6
48329	-60.8
48331	-15.9
48333	-51.9
48335	-34.4
48337	-37.2
48339	-54.5
48341	-60.2
48343	1
48345	-62.2
48347	-35.6
48349	-22.1
48351	1.1
48353	-28
48355	-5.2
48357	-82.7
48359	-71.6
48361	-18.8
48363	-27.1
48365	-33.1
48367	-45
48369	-67.1
48371	-27.4
48373	-26.1
48375	-41.5
48377	24.9
48379	-25.2
48381	-64.4
48383	-54.4
48385	-56.2
48387	-14.3
48389	18.3
48391	-19.3
48393	-73.4
48395	3.8
48397	-57.3
48399	-51.2
48401	-41.2
48403	-22.5
48405	-13.1
48407	-22.2
48409	-15.3
48411	-46.5
48413	-42.1
48415	-54.3
48417	-60
48419	-27.9
48421	-73.9
48423	-44.8
48425	-47.4
48427	53.8
48429	-49.6
48431	-59.4
48433	-25.8
48435	-39.1
48437	-30.8
48439	-24.4
48441	-49.8
48443	-5.5
48445	-45
48447	-45.6
48449	-25
48451	-45.1
48453	-5.7
48455	-18.5
48457	-21
48459	-33.9
48461	-56.7
48463	-17.4
48465	-10.6
48467	-40.4
48469	-39.2
48471	-29.2
48473	-6.4
48475	-33.5
48477	-48.3
48479	15.5
48481	-27.5
48483	-51.1
48485	-32.6
48487	-39.5
48489	27.8
48491	-40.6
48493	-30.5
48495	-45.2
48497	-39.6
48499	-43.2
48501	-56.5
48503	-46.2
48505	25.7
48507	54.5
49001	-49.9
49003	-63.4
49005	-63.1
49007	-6.7
49009	-49.5
49011	-52.3
49013	-63.1
49015	-52.4
49017	-78.8
49019	-18.9
49021	-66.5
49023	-50.9
49025	-67.1
49027	-66.5
49029	-60.8
49031	-63.7
49033	-65.2
49035	-21.3
49037	-19.2
49039	-62
49041	-67.1
49043	-13.4
49045	-31
49047	-64.2
49049	-68.5
49051	-41.8
49053	-62.2
49055	-61.8
49057	-31.4
50001	10.9
50003	9.3
50005	-7
50007	17.7
50009	-15.6
50011	5.4
50013	7.3
50015	10.4
50017	-1.6
50019	-3.2
50021	1
50023	12.4
50025	18
50027	11.2
51001	-11.1
51003	-6
51005	-12.1
51007	-25.4
51009	-16.3
51011	-26.2
51013	25.4
51015	-44.4
51017	-22.6
51019	-35.2
51021	-34.2
51023	-31.2
51025	13.3
51027	18.6
51029	-3.7
51031	-32.5
51033	4.8
51035	-32.3
51036	30.7
51037	-17.3
51041	-28.7
51043	-14.1
51045	-29.8
51047	-25.7
51049	-16.7
51051	11
51053	-11
51057	-6.9
51059	-1.9
51061	-26.8
51063	-26
51065	-18.1
51067	-22.2
51069	-33.6
51071	-8.9
51073	-30.9
51075	-25.4
51077	-26.3
51079	-30.1
51081	18.6
51083	-13
51085	-40.3
51087	-12.9
51089	-14.3
51091	-34.6
51093	-19.2
51095	-23.1
51097	-1.8
51099	-26.4
51101	-25.2
51103	-27.5
51105	-6.4
51109	-11.9
51111	-11.1
51113	-22.3
51115	-32
51117	-15.9
51119	-25.6
51121	-8.8
51125	-0.6
51127	-31.2
51131	0.3
51133	-22.7
51135	-8
51137	-18.2
51139	-30
51141	-36.4
51143	-33.2
51145	-42.8
51147	-5.1
51149	-22.5
51153	-8.5
51155	-14.9
51157	-11.6
51159	-24.5
51161	-22.9
51163	-20.6
51165	-49.1
51167	3
51169	-21.7
51171	-36.6
51173	-15.3
51175	0.5
51177	-21.3
51179	-24.2
51181	15.9
51183	6.2
51185	-9.3
51187	-18.6
51191	-22.9
51193	-0.7
51195	-1.2
51197	-30.6
51199	-27.7
51510	25.9
51515	-8.3
51520	-14.1
51530	-2.5
51540	27.7
51550	-8.7
51560	16.2
51570	-44.4
51580	8.7
51590	-7.1
51595	8.1
51600	-4.7
51610	17
51620	11
51630	5.9
51640	-7.9
51650	16.1
51660	-23.2
51670	-10.9
51678	3.8
51680	-9.7
51683	-12.5
51685	-16.5
51690	8
51700	4.3
51710	25.8
51720	14.4
51730	59.5
51735	-48.7
51740	26.8
51750	-3.3
51760	33.6
51770	9.4
51775	-17.6
51780	-0.5
51790	-18.8
51800	2.1
51810	-14.8
51820	-19.5
51830	-1.9
51840	-13.1
53001	-41.4
53003	-27.7
53005	-32.1
53007	-32.8
53009	-8.2
53011	-4.5
53013	-48.4
53015	3.2
53017	-37
53019	-32.2
53021	-29.4
53023	-51.8
53025	-37.3
53027	7.5
53029	-5.4
53031	13.3
53033	25.1
53035	3.2
53037	-16.2
53039	-18.9
53041	-29.4
53043	-41.4
53045	2.3
53047	-34.6
53049	8.4
53051	-20.8
53053	6.9
53055	16.4
53057	-4.3
53059	-9.8
53061	7.4
53063	-9.1
53065	-32.4
53067	10.3
53069	-12.2
53071	-29.2
53073	-0.9
53075	-15.8
53077	-21.2
54001	-15.5
54003	-21.5
54005	24.7
54007	3
54009	4.6
54011	-5.3
54013	-12.5
54015	-8.1
54017	-42.4
54019	16.5
54021	-17.5
54023	-59.6
54025	-10.2
54027	-30.2
54029	-2
54031	-27
54033	-0.3
54035	-12.7
54037	-1.8
54039	1.7
54041	-20.9
54043	6.9
54045	24.4
54047	33.6
54049	9.7
54051	-6.8
54053	-9.5
54055	-10.4
54057	-29.5
54059	21.2
54061	-4.1
54063	-17
54065	-29.9
54067	-4
54069	-11.4
54071	-26.1
54073	-19.7
54075	-17.2
54077	-30.1
54079	-21.5
54081	-6.9
54083	-13.3
54085	-44.9
54087	-15.4
54089	-0.6
54091	-11.9
54093	-18.9
54095	-35.3
54097	-30
54099	-0.8
54101	7.9
54103	-6.7
54105	-29.9
54107	-23.4
54109	9.8
55001	9.4
55003	16.2
55005	-5.1
55007	13.6
55009	-5.2
55011	2.5
55013	-4.7
55015	-13.7
55017	-3.3
55019	-11.3
55021	2.1
55023	12.8
55025	28
55027	-19.3
55029	-8.7
55031	30.2
55033	0.8
55035	6.1
55037	-30.1
55039	-18.5
55041	-5.7
55043	1.6
55045	6.6
55047	-24.2
55049	14.9
55051	-3.7
55053	7.9
55055	-11.6
55057	-1.5
55059	5.1
55061	-2.6
55063	6.9
55065	4.7
55067	-10
55069	-0.9
55071	-4.9
55073	-4.5
55075	-9.8
55077	-1.7
55078	58.3
55079	20
55081	-5.1
55083	-9.3
55085	-6.8
55087	-9.4
55089	-34.2
55091	5.6
55093	1.7
55095	-3.6
55097	13.5
55099	-9.7
55101	-3.2
55103	-2.4
55105	18
55107	-8.6
55109	-7.7
55111	5.1
55113	-8.7
55115	-13
55117	-11.5
55119	-23
55121	13.3
55123	6.3
55125	-18.8
55127	-19
55129	-3.2
55131	-38
55133	-34.2
55135	-18.9
55137	-13.5
55139	-6.2
55141	-5.7
56001	-19.9
56003	-55.7
56005	-66.2
56007	-33.4
56009	-55.4
56011	-70.9
56013	-41.9
56015	-45.5
56017	-51.1
56019	-66.2
56021	-27.8
56023	-62.3
56025	-35
56027	-62.4
56029	-58.6
56031	-38.8
56033	-42.1
56035	-67.9
56037	-25.4
56039	-14.3
56041	-52
56043	-58.1
56045	-68.2
